trip_id,rain,rush_hour,base_price,delta_price,price,driver_accept_prob,driver_accept
36,0,1,56229.0,9510.0,65739.0,0.7768,1
37,0,0,45687.0,2312.0,47999.0,0.5672,1
38,0,0,45864.0,1033.0,46897.0,0.4589,1
39,0,0,42437.0,6087.0,48524.0,0.5867,0
40,0,0,39213.0,700.0,39913.0,0.5887,1
41,0,0,40622.0,700.0,41322.0,0.4346,0
42,1,1,43151.0,11761.0,54912.0,0.5745,0
43,0,1,56604.0,11594.0,68198.0,0.8242,1
44,0,0,39962.0,2822.0,42784.0,0.347,0
45,1,1,42447.0,12499.0,54946.0,0.7058,0
46,1,1,34644.0,7407.0,42051.0,0.3935,0
47,0,0,48091.0,1651.0,49742.0,0.5039,0
48,0,1,53617.0,4114.0,57731.0,0.6282,0
49,0,1,55808.0,8627.0,64435.0,0.792,1
50,0,0,43729.0,700.0,44429.0,0.5527,1
51,0,1,46882.0,5128.0,52010.0,0.5138,1
52,0,0,40695.0,3374.0,44069.0,0.5594,0
53,1,1,46488.0,12605.0,59093.0,0.6735,1
54,0,1,44669.0,7030.0,51699.0,0.5245,1
55,0,0,42495.0,3469.0,45964.0,0.4767,0
56,1,0,43171.0,6914.0,50085.0,0.6683,1
57,0,0,45841.0,2134.0,47975.0,0.4455,0
58,0,0,39500.0,700.0,40200.0,0.3532,0
59,0,0,39939.0,3460.0,43399.0,0.535,1
60,0,0,56513.0,3542.0,60055.0,0.7629,1
61,0,0,65040.0,4020.0,69060.0,0.8237,1
62,0,0,31763.0,3031.0,34794.0,0.3772,0
63,0,0,31294.0,700.0,31994.0,0.3325,0
64,1,1,33864.0,11974.0,45838.0,0.4643,1
65,0,0,41122.0,2498.0,43620.0,0.4225,0
66,0,0,49614.0,1679.0,51293.0,0.5767,1
67,0,0,47026.0,1999.0,49025.0,0.5895,0
68,0,0,43462.0,1327.0,44789.0,0.393,0
69,0,1,46496.0,8811.0,55307.0,0.74,1
70,0,0,36117.0,700.0,36817.0,0.4678,0
71,0,0,39925.0,811.0,40736.0,0.3975,1
72,0,1,41829.0,6741.0,48570.0,0.562,1
73,1,1,28534.0,13543.0,42077.0,0.4579,1
74,0,1,32129.0,9092.0,41221.0,0.5444,1
75,0,1,32467.0,4511.0,36978.0,0.4354,0
76,0,1,48495.0,9597.0,58092.0,0.5832,1
77,0,0,44086.0,4794.0,48880.0,0.5426,0
78,0,0,47194.0,700.0,47894.0,0.5847,1
79,0,0,26363.0,700.0,27063.0,0.1796,1
80,1,0,29390.0,5877.0,35267.0,0.4012,1
81,0,0,47637.0,4408.0,52045.0,0.7295,1
82,0,0,18381.0,5205.0,23586.0,0.1328,0
83,1,1,52409.0,12151.0,64560.0,0.7527,1
84,0,1,26502.0,10278.0,36780.0,0.2755,0
85,0,1,49168.0,3513.0,52681.0,0.5968,0
86,0,0,34447.0,1874.0,36321.0,0.3222,0
87,1,0,50916.0,5291.0,56207.0,0.7153,0
88,0,0,69269.0,4459.0,73728.0,0.8656,1
89,0,0,22678.0,4707.0,27385.0,0.1061,0
90,0,1,47911.0,8922.0,56833.0,0.5697,0
91,0,1,26631.0,5004.0,31635.0,0.1921,0
92,0,1,45628.0,8766.0,54394.0,0.5945,1
93,0,1,40242.0,8165.0,48407.0,0.5464,1
94,0,1,43103.0,4459.0,47562.0,0.4361,1
95,0,0,34251.0,700.0,34951.0,0.2419,0
96,0,0,48635.0,4265.0,52900.0,0.5716,0
97,0,0,29689.0,2194.0,31883.0,0.2069,0
98,0,0,52554.0,700.0,53254.0,0.6052,1
99,0,0,38521.0,2146.0,40667.0,0.3706,1
100,1,0,30077.0,6619.0,36696.0,0.3495,0
101,1,1,55557.0,10659.0,66216.0,0.7289,0
102,0,0,41428.0,700.0,42128.0,0.4139,0
103,0,1,58215.0,10505.0,68720.0,0.8161,1
104,1,1,52382.0,12507.0,64889.0,0.8067,1
105,1,1,35216.0,10230.0,45446.0,0.4211,0
106,0,1,41278.0,6798.0,48076.0,0.6036,0
107,0,0,43029.0,3111.0,46140.0,0.4291,0
108,0,1,54974.0,5380.0,60354.0,0.7333,1
109,0,0,45719.0,3049.0,48768.0,0.5211,1
110,1,1,43498.0,11830.0,55328.0,0.5253,0
111,0,0,40301.0,2380.0,42681.0,0.4453,1
112,0,0,41570.0,700.0,42270.0,0.5719,0
113,0,1,53089.0,5399.0,58488.0,0.6526,0
114,0,1,42031.0,13250.0,55281.0,0.6474,1
115,0,0,38643.0,2601.0,41244.0,0.3317,0
116,1,0,37202.0,6353.0,43555.0,0.3205,0
117,1,0,37293.0,2581.0,39874.0,0.3045,0
118,0,1,30082.0,6285.0,36367.0,0.2874,0
119,0,0,35622.0,3284.0,38906.0,0.3534,1
120,0,0,54737.0,2830.0,57567.0,0.7004,1
121,0,0,40244.0,700.0,40944.0,0.3049,1
122,0,0,47987.0,2852.0,50839.0,0.556,1
123,0,0,20931.0,3123.0,24054.0,0.1907,0
124,0,0,46831.0,4682.0,51513.0,0.5139,1
125,0,0,40629.0,1386.0,42015.0,0.412,1
126,0,0,37908.0,700.0,38608.0,0.3973,0
127,0,0,43538.0,805.0,44343.0,0.4233,1
128,0,0,37785.0,700.0,38485.0,0.3986,1
129,0,1,23947.0,8552.0,32499.0,0.1796,0
130,0,1,49839.0,2682.0,52521.0,0.6694,1
131,0,0,44066.0,1738.0,45804.0,0.5361,0
132,1,1,39331.0,13224.0,52555.0,0.5691,0
133,0,0,33787.0,2512.0,36299.0,0.4157,0
134,0,0,29506.0,4024.0,33530.0,0.272,0
135,0,1,43903.0,4509.0,48412.0,0.4863,1
136,0,1,55714.0,4577.0,60291.0,0.8074,1
137,1,1,43727.0,13243.0,56970.0,0.7585,1
138,0,0,30247.0,2672.0,32919.0,0.2424,1
139,1,1,43913.0,10976.0,54889.0,0.5992,1
140,0,0,41547.0,700.0,42247.0,0.5204,1
141,0,0,49344.0,2671.0,52015.0,0.6171,0
142,0,0,47157.0,700.0,47857.0,0.5908,1
143,1,1,18000.0,12818.0,30818.0,0.2433,0
144,0,0,46635.0,7137.0,53772.0,0.6139,1
145,0,1,33470.0,8123.0,41593.0,0.4366,1
146,0,0,29915.0,1421.0,31336.0,0.2588,0
147,0,1,40398.0,2993.0,43391.0,0.3518,0
148,0,1,45493.0,4436.0,49929.0,0.4869,0
149,0,1,28054.0,9943.0,37997.0,0.3002,0
150,0,0,47989.0,750.0,48739.0,0.6303,1
151,1,0,48488.0,5370.0,53858.0,0.6786,1
152,1,0,42399.0,7114.0,49513.0,0.5886,0
153,0,0,34625.0,5020.0,39645.0,0.4268,1
154,0,0,33675.0,2161.0,35836.0,0.3569,1
155,0,0,50720.0,1812.0,52532.0,0.6509,0
156,0,0,29155.0,2622.0,31777.0,0.2901,1
157,0,0,51048.0,1433.0,52481.0,0.6634,0
158,0,0,40596.0,1525.0,42121.0,0.3402,0
159,1,1,41185.0,11500.0,52685.0,0.5085,0
160,1,0,27481.0,6315.0,33796.0,0.2052,0
161,0,1,40753.0,10924.0,51677.0,0.6699,1
162,1,1,47215.0,11546.0,58761.0,0.7726,1
163,0,0,30641.0,4457.0,35098.0,0.1949,0
164,0,1,46238.0,5479.0,51717.0,0.7001,1
165,0,0,42757.0,3393.0,46150.0,0.5217,0
166,0,1,36528.0,6071.0,42599.0,0.4996,0
167,1,0,49265.0,6672.0,55937.0,0.6828,1
168,1,0,23281.0,7170.0,30451.0,0.2964,0
169,0,0,44947.0,2585.0,47532.0,0.5566,0
170,1,0,55765.0,10092.0,65857.0,0.7211,1
171,0,1,54240.0,9728.0,63968.0,0.78,1
172,0,1,45313.0,9301.0,54614.0,0.6793,0
173,0,1,39436.0,8599.0,48035.0,0.5094,0
174,1,1,36596.0,13798.0,50394.0,0.5736,1
175,0,1,39425.0,4857.0,44282.0,0.4504,1
176,0,0,46622.0,4829.0,51451.0,0.5695,1
177,0,1,35138.0,5615.0,40753.0,0.3166,1
178,1,0,48438.0,5041.0,53479.0,0.5776,1
179,1,0,60132.0,6954.0,67086.0,0.8194,1
180,1,0,41474.0,8096.0,49570.0,0.3893,0
181,1,1,30573.0,8839.0,39412.0,0.2772,0
182,1,0,30570.0,5129.0,35699.0,0.1821,0
183,0,0,48601.0,2666.0,51267.0,0.5645,1
184,0,0,41492.0,2183.0,43675.0,0.5584,0
185,1,0,49453.0,7452.0,56905.0,0.5822,0
186,0,0,37464.0,8341.0,45805.0,0.5612,1
187,0,1,49060.0,8013.0,57073.0,0.8368,0
188,0,1,40654.0,6050.0,46704.0,0.6079,1
189,1,0,35774.0,3796.0,39570.0,0.3607,0
190,0,0,38592.0,1947.0,40539.0,0.4744,0
191,1,0,31825.0,4402.0,36227.0,0.2185,0
192,0,0,58910.0,3295.0,62205.0,0.6885,0
193,0,0,41181.0,3268.0,44449.0,0.4855,0
194,1,1,47478.0,10013.0,57491.0,0.6794,0
195,0,1,37437.0,10674.0,48111.0,0.6074,1
196,0,0,33059.0,1250.0,34309.0,0.2694,0
197,0,0,40012.0,2297.0,42309.0,0.4578,0
198,1,0,51360.0,7087.0,58447.0,0.7008,1
199,0,0,37574.0,4016.0,41590.0,0.4206,1
200,0,1,34600.0,9472.0,44072.0,0.446,1
201,1,1,43321.0,11528.0,54849.0,0.5441,1
202,1,1,46242.0,12587.0,58829.0,0.6933,0
203,0,1,55964.0,6169.0,62133.0,0.7717,1
204,0,1,45007.0,8861.0,53868.0,0.6005,1
205,0,1,47474.0,8838.0,56312.0,0.7156,1
206,0,0,48114.0,5072.0,53186.0,0.7103,1
207,0,0,32199.0,700.0,32899.0,0.3253,1
208,0,0,33812.0,958.0,34770.0,0.2487,0
209,0,0,32787.0,3899.0,36686.0,0.35,0
210,0,0,30677.0,700.0,31377.0,0.2107,1
211,0,0,48761.0,3336.0,52097.0,0.6309,1
212,0,1,44465.0,9102.0,53567.0,0.5609,1
213,0,1,42676.0,6320.0,48996.0,0.6359,0
214,1,0,19962.0,5269.0,25231.0,0.1895,0
215,0,0,59472.0,700.0,60172.0,0.8113,1
216,1,1,34399.0,9913.0,44312.0,0.4896,1
217,0,0,59440.0,1663.0,61103.0,0.7505,1
218,0,0,29681.0,1339.0,31020.0,0.2312,1
219,1,0,35095.0,4746.0,39841.0,0.4826,1
220,0,0,23276.0,2039.0,25315.0,0.1749,0
221,0,0,45078.0,2019.0,47097.0,0.4318,0
222,0,1,32639.0,10486.0,43125.0,0.5091,1
223,0,1,32879.0,6630.0,39509.0,0.3789,1
224,1,1,30334.0,11385.0,41719.0,0.4751,0
225,0,0,48608.0,1519.0,50127.0,0.6064,1
226,1,1,48047.0,9798.0,57845.0,0.6575,1
227,0,1,57402.0,4403.0,61805.0,0.831,1
228,0,0,36171.0,700.0,36871.0,0.2504,0
229,0,1,43860.0,5248.0,49108.0,0.5018,0
230,0,0,31041.0,9078.0,40119.0,0.3413,0
231,0,0,39152.0,4329.0,43481.0,0.3105,1
232,0,0,37590.0,700.0,38290.0,0.4337,1
233,1,0,45948.0,5067.0,51015.0,0.5196,1
234,0,0,50645.0,700.0,51345.0,0.6731,0
235,1,0,50424.0,5551.0,55975.0,0.6758,1
236,1,0,34836.0,7829.0,42665.0,0.4506,0
237,0,1,50487.0,6540.0,57027.0,0.6548,1
238,1,0,41625.0,5919.0,47544.0,0.4393,1
239,0,0,39241.0,4974.0,44215.0,0.4857,1
240,0,0,35978.0,3278.0,39256.0,0.455,0
241,1,1,37241.0,9508.0,46749.0,0.4528,1
242,1,0,56810.0,6270.0,63080.0,0.7191,1
243,0,1,44613.0,5893.0,50506.0,0.482,1
244,0,0,43484.0,3215.0,46699.0,0.5407,1
245,0,0,39771.0,3376.0,43147.0,0.4181,1
246,1,0,62791.0,3676.0,66467.0,0.7995,1
247,0,0,53093.0,2798.0,55891.0,0.6726,1
248,0,1,35871.0,7100.0,42971.0,0.3987,1
249,0,1,39674.0,8226.0,47900.0,0.545,1
250,0,0,40179.0,3913.0,44092.0,0.5182,0
251,0,1,43240.0,8112.0,51352.0,0.7192,1
252,1,0,36040.0,5485.0,41525.0,0.4406,0
253,0,0,45730.0,4087.0,49817.0,0.693,1
254,0,0,54343.0,1016.0,55359.0,0.6239,0
255,0,0,30834.0,700.0,31534.0,0.1801,1
256,1,1,32411.0,5368.0,37779.0,0.2992,1
257,1,0,37893.0,5881.0,43774.0,0.49,1
258,0,0,38287.0,1103.0,39390.0,0.4413,0
259,0,0,58987.0,3176.0,62163.0,0.8355,1
260,0,0,50515.0,700.0,51215.0,0.4206,1
261,0,0,50027.0,1400.0,51427.0,0.6969,1
262,1,1,39753.0,11599.0,51352.0,0.5675,0
263,0,0,39566.0,749.0,40315.0,0.3016,0
264,0,0,29661.0,3196.0,32857.0,0.3276,0
265,1,0,48645.0,5053.0,53698.0,0.622,1
266,0,0,46174.0,2444.0,48618.0,0.5891,0
267,0,0,52931.0,3512.0,56443.0,0.7563,1
268,0,1,40208.0,8920.0,49128.0,0.5777,1
269,0,1,40795.0,7457.0,48252.0,0.4199,1
270,0,0,43445.0,1116.0,44561.0,0.4747,0
271,0,1,49581.0,6521.0,56102.0,0.5553,0
272,0,0,29503.0,3583.0,33086.0,0.3265,0
273,0,1,48256.0,5564.0,53820.0,0.7222,1
274,0,1,41826.0,13244.0,55070.0,0.564,0
275,0,1,33002.0,6644.0,39646.0,0.3256,0
276,0,1,24281.0,7124.0,31405.0,0.1963,0
277,0,0,40840.0,784.0,41624.0,0.3978,1
278,0,0,54306.0,700.0,55006.0,0.7003,1
279,1,0,56235.0,6885.0,63120.0,0.7351,0
280,1,0,45021.0,16120.0,61141.0,0.7687,1
281,0,1,58677.0,4253.0,62930.0,0.8233,1
282,0,0,41635.0,3127.0,44762.0,0.5713,0
283,0,0,50103.0,4341.0,54444.0,0.586,1
284,0,0,38165.0,3513.0,41678.0,0.5353,0
285,0,0,37626.0,1792.0,39418.0,0.499,0
286,0,0,36241.0,896.0,37137.0,0.4628,0
287,0,0,24486.0,2638.0,27124.0,0.1957,0
288,0,0,52940.0,2921.0,55861.0,0.6373,1
289,0,0,36546.0,2663.0,39209.0,0.3197,0
290,0,0,35188.0,2194.0,37382.0,0.2835,0
291,1,0,31970.0,4159.0,36129.0,0.2958,0
292,0,1,40263.0,8019.0,48282.0,0.5927,1
293,1,0,56990.0,6800.0,63790.0,0.8314,1
294,0,0,59797.0,5967.0,65764.0,0.8,1
295,1,0,27883.0,6189.0,34072.0,0.2618,0
296,1,1,38987.0,13655.0,52642.0,0.5589,1
297,1,1,33208.0,9739.0,42947.0,0.343,0
298,1,0,50401.0,8178.0,58579.0,0.7377,1
299,1,0,44436.0,4752.0,49188.0,0.5542,1
300,0,0,36589.0,4385.0,40974.0,0.4293,0
301,1,1,42617.0,12897.0,55514.0,0.6435,0
302,0,0,37942.0,2002.0,39944.0,0.4452,0
303,0,0,55721.0,5324.0,61045.0,0.7957,1
304,0,1,46649.0,8097.0,54746.0,0.5876,0
305,1,1,47693.0,9309.0,57002.0,0.7034,1
306,0,0,19331.0,1864.0,21195.0,0.1501,0
307,0,0,41432.0,4426.0,45858.0,0.4772,1
308,0,0,59707.0,4069.0,63776.0,0.8105,1
309,0,0,53272.0,701.0,53973.0,0.6794,0
310,0,0,26300.0,2263.0,28563.0,0.2822,1
311,0,1,39336.0,7646.0,46982.0,0.4279,1
312,0,1,31787.0,6437.0,38224.0,0.4413,1
313,0,0,56544.0,6508.0,63052.0,0.7918,1
314,0,0,44076.0,2897.0,46973.0,0.4927,1
315,0,0,35474.0,2395.0,37869.0,0.3271,0
316,0,0,42290.0,4524.0,46814.0,0.4527,0
317,0,1,19837.0,6679.0,26516.0,0.1157,0
318,0,0,32778.0,4213.0,36991.0,0.3958,0
319,0,0,42310.0,700.0,43010.0,0.6034,1
320,1,0,49188.0,5229.0,54417.0,0.5039,0
321,1,0,25499.0,7783.0,33282.0,0.2027,0
322,0,0,38760.0,5169.0,43929.0,0.5299,0
323,0,1,50582.0,5985.0,56567.0,0.6745,1
324,0,1,29663.0,5787.0,35450.0,0.3563,0
325,1,0,43948.0,6965.0,50913.0,0.5517,1
326,0,1,42561.0,6241.0,48802.0,0.4964,0
327,1,0,56572.0,5543.0,62115.0,0.7331,1
328,0,1,40044.0,8790.0,48834.0,0.3653,0
329,0,0,40541.0,1575.0,42116.0,0.3579,0
330,0,0,49267.0,700.0,49967.0,0.6529,0
331,1,1,30726.0,8588.0,39314.0,0.4075,0
332,0,0,40122.0,2517.0,42639.0,0.5546,0
333,0,0,38126.0,700.0,38826.0,0.4119,1
334,1,0,40819.0,5495.0,46314.0,0.3135,0
335,0,0,49211.0,700.0,49911.0,0.538,0
336,0,0,46710.0,5288.0,51998.0,0.7103,0
337,0,0,35636.0,6181.0,41817.0,0.5555,0
338,1,1,43162.0,9001.0,52163.0,0.6549,0
339,0,0,54669.0,2936.0,57605.0,0.7004,1
340,1,0,34933.0,4367.0,39300.0,0.2641,1
341,0,0,43234.0,1974.0,45208.0,0.4945,0
342,1,1,40358.0,13866.0,54224.0,0.5965,1
343,1,0,41464.0,5207.0,46671.0,0.5962,0
344,0,0,28139.0,2014.0,30153.0,0.2553,0
345,1,0,53991.0,4398.0,58389.0,0.6908,1
346,1,1,35418.0,12749.0,48167.0,0.4886,0
347,1,1,50722.0,12628.0,63350.0,0.7669,1
348,0,0,36718.0,1747.0,38465.0,0.4188,1
349,0,1,36683.0,7222.0,43905.0,0.3954,0
350,0,0,52312.0,1376.0,53688.0,0.5766,1
351,0,0,50448.0,3968.0,54416.0,0.7488,1
352,0,0,43774.0,4543.0,48317.0,0.4332,1
353,0,0,48470.0,700.0,49170.0,0.6854,0
354,0,0,39547.0,6059.0,45606.0,0.3651,0
355,0,0,41929.0,700.0,42629.0,0.4065,1
356,0,0,36376.0,4691.0,41067.0,0.4928,1
357,1,0,49685.0,6255.0,55940.0,0.6491,0
358,1,0,36106.0,5144.0,41250.0,0.2929,0
359,0,1,54624.0,6604.0,61228.0,0.772,1
360,0,1,39315.0,7243.0,46558.0,0.5029,0
361,1,0,42174.0,6354.0,48528.0,0.4986,1
362,0,0,48449.0,936.0,49385.0,0.5291,1
363,0,0,42203.0,2102.0,44305.0,0.4781,1
364,0,0,39468.0,1190.0,40658.0,0.3716,1
365,0,0,41745.0,700.0,42445.0,0.6256,1
366,0,0,49597.0,1111.0,50708.0,0.5819,1
367,1,1,36366.0,16209.0,52575.0,0.5376,1
368,0,1,40927.0,6586.0,47513.0,0.4752,1
369,0,0,42087.0,3235.0,45322.0,0.6299,1
370,1,0,49349.0,6205.0,55554.0,0.5236,0
371,1,1,41151.0,14156.0,55307.0,0.64,0
372,0,0,57371.0,700.0,58071.0,0.7075,1
373,0,1,40669.0,8098.0,48767.0,0.4329,0
374,0,0,39980.0,2511.0,42491.0,0.3872,1
375,0,0,40546.0,3887.0,44433.0,0.5068,0
376,0,0,30809.0,3718.0,34527.0,0.2554,0
377,1,0,33188.0,5720.0,38908.0,0.3579,0
378,0,1,37489.0,7594.0,45083.0,0.5986,1
379,0,0,51655.0,1235.0,52890.0,0.6497,0
380,1,1,41718.0,11843.0,53561.0,0.4752,1
381,0,0,37881.0,700.0,38581.0,0.3185,1
382,1,1,52426.0,12121.0,64547.0,0.7456,1
383,1,1,55185.0,10761.0,65946.0,0.7613,1
384,0,0,52671.0,5754.0,58425.0,0.7364,1
385,0,0,34749.0,2105.0,36854.0,0.3676,1
386,1,1,37790.0,10529.0,48319.0,0.6137,1
387,0,0,57417.0,4705.0,62122.0,0.7786,1
388,1,1,44050.0,16297.0,60347.0,0.6225,0
389,0,0,39725.0,4574.0,44299.0,0.5667,1
390,1,0,48106.0,5039.0,53145.0,0.6866,1
391,0,0,50562.0,3571.0,54133.0,0.6747,1
392,0,1,37143.0,8445.0,45588.0,0.4613,0
393,0,1,43865.0,5727.0,49592.0,0.6001,0
394,0,0,49876.0,700.0,50576.0,0.5816,1
395,0,1,32138.0,7192.0,39330.0,0.2373,0
396,0,1,42105.0,8673.0,50778.0,0.6171,0
397,1,0,32528.0,3260.0,35788.0,0.3478,0
398,0,0,33640.0,1274.0,34914.0,0.4135,1
399,0,1,37214.0,8274.0,45488.0,0.4236,0
400,0,1,46056.0,7371.0,53427.0,0.6398,1
401,0,0,39263.0,4908.0,44171.0,0.4967,1
402,1,1,36488.0,8401.0,44889.0,0.4285,1
403,1,0,42438.0,9999.0,52437.0,0.5955,0
404,0,1,32251.0,4685.0,36936.0,0.3276,0
405,1,1,45645.0,7350.0,52995.0,0.5885,1
406,1,1,51617.0,10700.0,62317.0,0.7713,1
407,0,0,41327.0,700.0,42027.0,0.5294,0
408,1,0,40277.0,5934.0,46211.0,0.4155,0
409,0,0,45174.0,2375.0,47549.0,0.5285,0
410,1,0,24758.0,5667.0,30425.0,0.1938,0
411,0,1,46563.0,5868.0,52431.0,0.5652,1
412,0,0,68366.0,3236.0,71602.0,0.8153,1
413,0,0,40957.0,1961.0,42918.0,0.4566,0
414,1,0,40987.0,7876.0,48863.0,0.5568,1
415,0,0,48321.0,2193.0,50514.0,0.5846,0
416,0,0,55985.0,860.0,56845.0,0.7027,0
417,0,0,50287.0,700.0,50987.0,0.634,1
418,1,1,23677.0,10507.0,34184.0,0.3333,0
419,0,0,46789.0,700.0,47489.0,0.5089,1
420,1,1,63861.0,8505.0,72366.0,0.8015,1
421,0,1,47291.0,8197.0,55488.0,0.6534,0
422,0,0,32186.0,700.0,32886.0,0.4088,1
423,0,1,44396.0,9701.0,54097.0,0.552,0
424,0,0,31114.0,2772.0,33886.0,0.3399,1
425,0,0,52479.0,2425.0,54904.0,0.7436,1
426,1,0,33875.0,4241.0,38116.0,0.1929,0
427,0,0,42631.0,3799.0,46430.0,0.5511,0
428,1,1,34709.0,10795.0,45504.0,0.4784,0
429,0,1,37355.0,6134.0,43489.0,0.421,0
430,1,1,54632.0,11140.0,65772.0,0.7424,1
431,1,0,42879.0,3139.0,46018.0,0.424,1
432,1,0,37247.0,3220.0,40467.0,0.3444,0
433,0,1,32266.0,5396.0,37662.0,0.3173,1
434,1,0,26091.0,6594.0,32685.0,0.2182,1
435,0,0,31364.0,2494.0,33858.0,0.276,1
436,0,0,42952.0,4283.0,47235.0,0.6223,1
437,0,0,50332.0,936.0,51268.0,0.5201,1
438,0,0,37237.0,3477.0,40714.0,0.2949,0
439,1,0,55350.0,5806.0,61156.0,0.7971,1
440,0,0,35901.0,897.0,36798.0,0.3322,0
441,1,0,39977.0,6655.0,46632.0,0.4503,1
442,0,0,32824.0,2388.0,35212.0,0.3116,0
443,1,0,50421.0,4930.0,55351.0,0.6533,1
444,0,0,59829.0,2571.0,62400.0,0.7544,0
445,0,1,27025.0,7080.0,34105.0,0.312,0
446,0,0,39058.0,2239.0,41297.0,0.3562,1
447,1,1,52751.0,10099.0,62850.0,0.7197,1
448,0,1,29701.0,5082.0,34783.0,0.1742,0
449,0,0,46817.0,2627.0,49444.0,0.6592,1
450,0,1,52383.0,5935.0,58318.0,0.6944,1
451,0,1,42665.0,5565.0,48230.0,0.5788,1
452,1,0,46677.0,5591.0,52268.0,0.6184,0
453,0,0,56968.0,3748.0,60716.0,0.7889,0
454,0,0,58562.0,2816.0,61378.0,0.7686,1
455,0,1,41473.0,6397.0,47870.0,0.5514,1
456,0,1,37475.0,6329.0,43804.0,0.3767,1
457,1,1,34180.0,11881.0,46061.0,0.3596,0
458,0,1,50304.0,3226.0,53530.0,0.6187,1
459,1,0,30340.0,7356.0,37696.0,0.2775,0
460,0,1,39853.0,4114.0,43967.0,0.556,1
461,0,0,42873.0,700.0,43573.0,0.495,1
462,0,1,37724.0,6426.0,44150.0,0.4003,0
463,1,0,44378.0,9689.0,54067.0,0.5971,0
464,0,0,63798.0,5352.0,69150.0,0.8613,1
465,0,1,40966.0,8501.0,49467.0,0.5472,1
466,0,1,38299.0,7906.0,46205.0,0.5116,0
467,0,0,50630.0,700.0,51330.0,0.6154,1
468,1,0,44036.0,6266.0,50302.0,0.444,1
469,0,0,54234.0,1566.0,55800.0,0.5348,0
470,0,1,43400.0,5912.0,49312.0,0.5215,0
471,0,0,39888.0,2763.0,42651.0,0.4917,0
472,0,0,26838.0,1699.0,28537.0,0.2028,0
473,0,0,28232.0,3978.0,32210.0,0.3512,0
474,0,0,26397.0,700.0,27097.0,0.2007,0
475,0,0,45224.0,2628.0,47852.0,0.6447,1
476,0,0,30421.0,1006.0,31427.0,0.3323,0
477,0,1,52672.0,6604.0,59276.0,0.7792,1
478,0,1,42257.0,7818.0,50075.0,0.4736,0
479,0,1,39924.0,5401.0,45325.0,0.4761,0
480,0,0,34827.0,2779.0,37606.0,0.4469,0
481,0,0,47289.0,2139.0,49428.0,0.5959,1
482,0,1,35162.0,6177.0,41339.0,0.4419,1
483,0,1,33624.0,6500.0,40124.0,0.2875,0
484,0,0,52101.0,2237.0,54338.0,0.7774,1
485,0,1,45014.0,5995.0,51009.0,0.522,1
486,0,1,40003.0,7312.0,47315.0,0.3659,0
487,0,1,47452.0,6827.0,54279.0,0.6143,0
488,0,1,42076.0,6261.0,48337.0,0.3522,0
489,0,0,45256.0,5203.0,50459.0,0.5146,0
490,0,0,35057.0,3206.0,38263.0,0.559,0
491,0,0,59598.0,1849.0,61447.0,0.7492,1
492,0,0,37073.0,2748.0,39821.0,0.3011,1
493,0,1,55226.0,10907.0,66133.0,0.8126,1
494,0,0,40395.0,1757.0,42152.0,0.3756,1
495,1,0,48860.0,5456.0,54316.0,0.6798,1
496,0,1,48241.0,5180.0,53421.0,0.5596,0
497,0,1,51748.0,7959.0,59707.0,0.7425,1
498,0,1,34855.0,6440.0,41295.0,0.3214,0
499,0,0,51143.0,1896.0,53039.0,0.7953,0
500,0,1,57695.0,6333.0,64028.0,0.8104,1
